"plate","filename","well","sample_ID"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","B4","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_B4"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","B5","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_B5"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","B6","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_B6"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","B7","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_B7"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","B8","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_B8"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","B9","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_B9"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","B10","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_B10"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","B11","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_B11"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","B12","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_B12"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","C1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_C1"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","C2","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_C2"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","C3","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_C3"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","C4","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_C4"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","C5","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_C5"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","C6","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_C6"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","C7","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_C7"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","C8","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_C8"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","C9","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_C9"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","C10","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_C10"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","C11","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_C11"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","C12","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_C12"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","D1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_D1"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","D2","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_D2"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","D3","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_D3"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","D4","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_D4"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","D5","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_D5"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","D6","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_D6"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","D7","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_D7"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","D8","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_D8"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","D9","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_D9"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","D10","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_D10"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","D11","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_D11"
"plate1","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot.xml","D12","20120906, RV144 V2 Case Control, Set 3a, CH58 and HIVIG, IgG-Biot_plate1_D12"
"plate2","file2.xml","A1","file2_plate2_A1"
"plate2","file2.xml","A2","file2_plate2_A2"
"plate2","file2.xml","A3","file2_plate2_A3"
"plate2","file2.xml","A4","file2_plate2_A4"
"plate2","file2.xml","A5","file2_plate2_A5"
"plate2","file2.xml","A6","file2_plate2_A6"
"plate2","file2.xml","A7","file2_plate2_A7"
"plate2","file2.xml","A8","file2_plate2_A8"
"plate2","file2.xml","A9","file2_plate2_A9"
"plate2","file2.xml","A10","file2_plate2_A10"
"plate2","file2.xml","A11","file2_plate2_A11"
"plate2","file2.xml","A12","file2_plate2_A12"
"plate2","file2.xml","B1","file2_plate2_B1"
"plate2","file2.xml","B2","file2_plate2_B2"
"plate2","file2.xml","B3","file2_plate2_B3"
"plate2","file2.xml","B4","file2_plate2_B4"
"plate2","file2.xml","B5","file2_plate2_B5"
"plate2","file2.xml","B6","file2_plate2_B6"
"plate2","file2.xml","B7","file2_plate2_B7"
"plate2","file2.xml","B8","file2_plate2_B8"
"plate2","file2.xml","B9","file2_plate2_B9"
"plate2","file2.xml","B10","file2_plate2_B10"
"plate2","file2.xml","B11","file2_plate2_B11"
"plate2","file2.xml","B12","file2_plate2_B12"
"plate2","file2.xml","C1","file2_plate2_C1"
"plate2","file2.xml","C2","file2_plate2_C2"
"plate2","file2.xml","C3","file2_plate2_C3"
"plate2","file2.xml","C4","file2_plate2_C4"
"plate2","file2.xml","C5","file2_plate2_C5"
"plate2","file2.xml","C6","file2_plate2_C6"
"plate2","file2.xml","C7","file2_plate2_C7"
"plate2","file2.xml","C8","file2_plate2_C8"
"plate2","file2.xml","C9","file2_plate2_C9"
"plate2","file2.xml","C10","file2_plate2_C10"
"plate2","file2.xml","C11","file2_plate2_C11"
"plate2","file2.xml","C12","file2_plate2_C12"
"plate2","file2.xml","D1","file2_plate2_D1"
"plate2","file2.xml","D2","file2_plate2_D2"
"plate2","file2.xml","D3","file2_plate2_D3"
"plate2","file2.xml","D4","file2_plate2_D4"
"plate2","file2.xml","D5","file2_plate2_D5"
"plate2","file2.xml","D6","file2_plate2_D6"
"plate2","file2.xml","D7","file2_plate2_D7"
"plate2","file2.xml","D8","file2_plate2_D8"
"plate2","file2.xml","D9","file2_plate2_D9"
"plate2","file2.xml","D10","file2_plate2_D10"
"plate2","file2.xml","D11","file2_plate2_D11"
"plate2","file2.xml","D12","file2_plate2_D12"
